Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
facebook-integration,com.example.facebook_integration,FacebookIntegrationApplicationTests,contextLoads,2,1,0,9,1,,
facebook-integration,com.example.facebook_integration,WebConfig,addCorsMappings,3,1,1,11,0,,
facebook-integration,com.example.facebook_integration,WebSocketConfig,configureMessageBroker,4,1,1,13,0,,
facebook-integration,com.example.facebook_integration,WebSocketConfig,registerStompEndpoints,3,1,1,19,0,,
facebook-integration,com.example.facebook_integration,FacebookIntegrationApplication,main,3,1,1,9,0,,
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testCreateGroup,17,1,0,33,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.GroupServiceImpl; com.example.facebook_integration.model.UserGroup
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testCreateGroup_GroupAlreadyExists,13,1,0,56,1,com.example.facebook_integration.model.UserGroup,com.example.facebook_integration.model.UserGroup
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testDeleteGroup,21,1,0,72,1,com.example.facebook_integration.model.UserGroup,com.example.facebook_integration.model.UserGroup; com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.GroupServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testDeleteGroup_GroupNotFound,7,1,0,105,1,,
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testaddUserToGroup,23,1,0,116,1,com.example.facebook_integration.model.UserGroup,com.example.facebook_integration.model.UserGroup; com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.GroupServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testAddUserToGroup_UserDoesNotExist,11,1,0,145,1,com.example.facebook_integration.model.UserGroup,com.example.facebook_integration.model.UserGroup
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testDeleteUserFromGroup,24,1,0,159,1,com.example.facebook_integration.service.Implementations.GroupServiceImpl,com.example.facebook_integration.service.Implementations.GroupServiceImpl; com.example.facebook_integration.model.UserGroup; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,GroupServiceTest,testDeleteUserFromGroup_UserDoesNotExist,23,1,0,190,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.model.UserGroup
facebook-integration,com.example.facebook_integration.UnitTests,PostServiceTest,setup,11,1,0,30,0,com.example.facebook_integration.model.Post,com.example.facebook_integration.model.Post
facebook-integration,com.example.facebook_integration.UnitTests,PostServiceTest,testSavePost,6,1,0,44,1,com.example.facebook_integration.service.Implementations.PostServiceImpl,com.example.facebook_integration.service.Implementations.PostServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,PostServiceTest,testGetAllPosts,7,1,0,54,1,com.example.facebook_integration.service.Implementations.PostServiceImpl,com.example.facebook_integration.service.Implementations.PostServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,PostServiceTest,testGetAllPostsEmpty,6,1,0,65,1,com.example.facebook_integration.service.Implementations.PostServiceImpl,com.example.facebook_integration.service.Implementations.PostServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,TopicServiceTest,setup,9,1,0,30,0,com.example.facebook_integration.model.Topic,com.example.facebook_integration.model.Topic
facebook-integration,com.example.facebook_integration.UnitTests,TopicServiceTest,testSaveTopic,6,1,0,42,1,com.example.facebook_integration.service.Implementations.TopicServiceImpl,com.example.facebook_integration.service.Implementations.TopicServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,TopicServiceTest,testGetAllTopics,7,1,0,52,1,com.example.facebook_integration.service.Implementations.TopicServiceImpl,com.example.facebook_integration.service.Implementations.TopicServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,TopicServiceTest,testGetAllTopicsEmpty,6,1,0,63,1,com.example.facebook_integration.service.Implementations.TopicServiceImpl,com.example.facebook_integration.service.Implementations.TopicServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,TopicServiceTest,testGetLatestTopic,6,1,0,73,1,com.example.facebook_integration.service.Implementations.TopicServiceImpl,com.example.facebook_integration.service.Implementations.TopicServiceImpl; com.example.facebook_integration.repository.TopicRepository
facebook-integration,com.example.facebook_integration.UnitTests,TopicServiceTest,testGetLatestTopicNoTopics,6,1,0,83,1,com.example.facebook_integration.service.Implementations.TopicServiceImpl,com.example.facebook_integration.service.Implementations.TopicServiceImpl; com.example.facebook_integration.repository.TopicRepository
facebook-integration,com.example.facebook_integration.UnitTests,CategoryServiceTest,setup,9,1,0,31,0,com.example.facebook_integration.model.CategoryOfDay,com.example.facebook_integration.model.CategoryOfDay
facebook-integration,com.example.facebook_integration.UnitTests,CategoryServiceTest,testSaveCategory,6,1,0,43,1,com.example.facebook_integration.service.Implementations.CategoryServiceImpl,com.example.facebook_integration.service.Implementations.CategoryServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,CategoryServiceTest,testGetAllCategories,7,1,0,53,1,com.example.facebook_integration.service.Implementations.CategoryServiceImpl,com.example.facebook_integration.service.Implementations.CategoryServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,CategoryServiceTest,testGetAllCategoriesEmpty,6,1,0,64,1,com.example.facebook_integration.service.Implementations.CategoryServiceImpl,com.example.facebook_integration.service.Implementations.CategoryServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,CategoryServiceTest,testGetPostsByTopic,7,1,0,74,1,com.example.facebook_integration.service.Implementations.CategoryServiceImpl,com.example.facebook_integration.service.Implementations.CategoryServiceImpl; com.example.facebook_integration.repository.CategoryOfDayRepository
facebook-integration,com.example.facebook_integration.UnitTests,CategoryServiceTest,testGetPostsByTopicEmpty,6,1,0,85,1,com.example.facebook_integration.service.Implementations.CategoryServiceImpl,com.example.facebook_integration.service.Implementations.CategoryServiceImpl; com.example.facebook_integration.repository.CategoryOfDayRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,setUp,8,1,0,39,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testFollowUser,8,1,0,52,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.FriendServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testFollowUserFriendNotFound,10,1,0,63,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testUnfollowUser,5,1,0,76,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.FriendServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testBlockUser,8,1,0,85,1,com.example.facebook_integration.service.Implementations.FriendServiceImpl,com.example.facebook_integration.service.Implementations.FriendServiceImpl; com.example.facebook_integration.model.User; com.example.facebook_integration.model.Friend
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testUnblockUser,9,1,0,97,1,com.example.facebook_integration.model.Friend,com.example.facebook_integration.model.Friend; com.example.facebook_integration.service.Implementations.FriendServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testGetFriends,7,1,0,110,1,com.example.facebook_integration.service.Implementations.FriendServiceImpl,com.example.facebook_integration.service.Implementations.FriendServiceImpl; com.example.facebook_integration.repository.FriendRepository; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testGetFriendsNoFriends,6,1,0,120,1,com.example.facebook_integration.service.Implementations.FriendServiceImpl,com.example.facebook_integration.service.Implementations.FriendServiceImpl; com.example.facebook_integration.repository.FriendRepository; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testGetBlockedUsers,8,1,0,130,1,com.example.facebook_integration.model.Friend,com.example.facebook_integration.model.Friend; com.example.facebook_integration.repository.FriendRepository; com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.FriendServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,FriendServiceTest,testGetBlockedUsersNoBlockedFriends,10,1,0,141,1,com.example.facebook_integration.model.Friend,com.example.facebook_integration.model.Friend; com.example.facebook_integration.repository.FriendRepository; com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.FriendServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,setUp,3,1,0,33,0,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequest_Success,13,1,0,38,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.model.FriendRequest
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequest_SenderNotFound,8,1,0,61,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequest_ReceiverNotFound,10,1,0,76,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequestByEmail_Success,14,1,0,93,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.repository.UserRepository; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequestByEmail_SenderNotFound,8,1,0,117,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequestByEmail_ReceiverNotFound,10,1,0,132,1,com.example.facebook_integration.repository.UserRepository,com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequestByEmail_RequestAlreadySent,14,1,0,149,1,com.example.facebook_integration.repository.UserRepository,com.example.facebook_integration.repository.UserRepository; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testSendRequestByEmail_AlreadyFriends,14,1,0,171,1,com.example.facebook_integration.repository.UserRepository,com.example.facebook_integration.repository.UserRepository; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testAcceptRequest_Success,10,1,0,193,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testAcceptRequest_RequestNotFound,8,1,0,211,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testGetPendingRequests_Success,9,1,0,226,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testGetPendingRequests_UserNotFound,8,1,0,243,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testGetFriends_Success,11,1,0,258,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testGetFriends_UserNotFound,8,1,0,276,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testStatusBySenderAndReceiver_NoRequest,7,1,0,291,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testStatusBySenderAndReceiver_PendingRequest,9,1,0,306,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testStatusBySenderAndReceiver_AlreadyFriends,9,1,0,323,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testDeleteFriend_Success,13,1,0,339,1,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl,com.example.facebook_integration.service.Implementations.FriendRequestServiceImpl; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testDeleteFriend_UserNotFound,8,1,0,361,1,,
facebook-integration,com.example.facebook_integration.UnitTests,FriendRequestServiceTest,testDeleteFriend_FriendNotFound,10,1,0,376,1,,
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,setUp,3,1,0,37,0,,
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testGetJoinRequestsByGroup,9,1,0,42,1,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl; com.example.facebook_integration.repository.JoinRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testGetJoinRequestsByGroup_NoRequests,7,1,0,55,1,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl; com.example.facebook_integration.repository.JoinRequestRepository
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testGetApprovedRequestsForUser,9,1,0,66,1,com.example.facebook_integration.repository.JoinRequestRepository,com.example.facebook_integration.repository.JoinRequestRepository; com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testGetApprovedRequestsForUser_NoApprovedRequests,7,1,0,79,1,com.example.facebook_integration.repository.JoinRequestRepository,com.example.facebook_integration.repository.JoinRequestRepository; com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testApproveRequest_Success,21,1,0,90,1,com.example.facebook_integration.model.JoinRequest,com.example.facebook_integration.model.JoinRequest; com.example.facebook_integration.service.UserService; com.example.facebook_integration.service.GroupService; com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl; com.example.facebook_integration.model.User; com.example.facebook_integration.model.UserGroup
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testApproveRequest_GroupNotFound,9,1,0,123,1,com.example.facebook_integration.service.GroupService,com.example.facebook_integration.service.GroupService; com.example.facebook_integration.model.JoinRequest
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testRejectRequest_Success,8,1,0,137,1,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl; com.example.facebook_integration.model.JoinRequest
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testRejectRequest_RequestNotFound,6,1,0,149,1,,
facebook-integration,com.example.facebook_integration.UnitTests,JoinRequestServiceTest,testCreateRequest_Success,11,1,0,160,1,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl,com.example.facebook_integration.service.Implementations.JoinRequestServiceImpl; com.example.facebook_integration.model.JoinRequest
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,setUp,3,1,0,33,0,,
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testCreateUser_Success,10,1,0,38,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testCreateUser_UserIsNull,7,1,0,57,1,,
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testCreateUser_EmailAlreadyExists,10,1,0,70,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testFindUserByEmail_Success,8,1,0,88,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testFindUserByEmail_NotFound,5,1,0,104,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testLogin_Success,10,1,0,116,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testLogin_UserNotFound,8,1,0,135,1,com.example.facebook_integration.repository.UserRepository,com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testLogin_UserDeactivated,11,1,0,150,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testLogin_WrongPassword,12,1,0,169,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testUpdateUserProfile_Success,14,1,0,189,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testUpdateUserProfile_UserNotFound,9,1,0,220,1,com.example.facebook_integration.repository.UserRepository,com.example.facebook_integration.repository.UserRepository
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testFindUserById_Success,8,1,0,237,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testFindUserById_UserNotFound,5,1,0,253,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testGetAllUsers_Success,13,1,0,265,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testGetAllUsers_NoUsers,9,1,0,286,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testAddUser_Success,9,1,0,303,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testAddUser_Unauthorized,9,1,0,320,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testUpdateUserRole_Success,10,1,0,335,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.UserServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testUpdateUserRole_Unauthorized,7,1,0,353,1,,
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testDeactivateUser_Success,8,1,0,365,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.service.Implementations.UserServiceImpl
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testDeactivateUser_Unauthorized,7,1,0,381,1,,
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testActivateUser_Success,8,1,0,393,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testActivateUser_Unauthorized,7,1,0,409,1,,
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testRemoveUser_Success,9,1,0,421,1,com.example.facebook_integration.service.Implementations.UserServiceImpl,com.example.facebook_integration.service.Implementations.UserServiceImpl; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.UnitTests,UserServiceTest,testRemoveUser_Unauthorized,7,1,0,439,1,,
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,setup,3,1,0,37,0,,
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,createURLWithPort,3,1,1,42,0,,
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,senderUser,9,1,0,46,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,receiverUser,9,1,0,56,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,user,9,1,0,66,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,friend,9,1,0,76,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,testSendRequest,10,1,0,86,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,testAcceptRequest,14,1,0,105,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,testGetPendingRequests,20,1,0,130,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,testGetFriends,20,1,0,161,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqControllerIntegrationTest,testDeleteFriend,14,1,0,192,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,setup,4,1,0,29,0,,
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,senderUser,9,1,0,35,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,receiverUser,9,1,0,45,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testFindByReceiverAndAcceptedFalse,9,1,0,55,1,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository; com.example.facebook_integration.model.FriendRequest
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testFindBySenderAndAcceptedFalse,9,1,0,67,1,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository; com.example.facebook_integration.model.FriendRequest
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testFindBySenderAndAcceptedTrue,9,1,0,79,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testFindByReceiverAndAcceptedTrue,9,1,0,91,1,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testFindBySenderAndReceiver,8,1,0,103,1,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testDeleteBySenderId,8,1,0,114,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User; com.example.facebook_integration.repository.FriendRequestRepository
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,testDeleteByReceiverId,8,1,0,126,1,com.example.facebook_integration.repository.FriendRequestRepository,com.example.facebook_integration.repository.FriendRequestRepository; com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,FriendReqRepoIntegrationTest,assertTests,4,1,3,138,0,com.example.facebook_integration.model.FriendRequest,com.example.facebook_integration.model.FriendRequest
facebook-integration,com.example.facebook_integration.IntegrationTests,PostControllerIntegrationTest,setup,7,1,0,42,0,com.example.facebook_integration.model.Post,com.example.facebook_integration.model.Post
facebook-integration,com.example.facebook_integration.IntegrationTests,PostControllerIntegrationTest,testGetAllPosts,6,1,0,52,1,com.example.facebook_integration.model.Post,com.example.facebook_integration.model.Post; com.example.facebook_integration.service.PostService
facebook-integration,com.example.facebook_integration.IntegrationTests,PostControllerIntegrationTest,testCreatePost,10,1,0,68,1,com.example.facebook_integration.model.Post,com.example.facebook_integration.model.Post; com.example.facebook_integration.service.PostService
facebook-integration,com.example.facebook_integration.IntegrationTests,PostControllerIntegrationTest,testGetAllPosts_NoPostsFound,5,1,0,93,1,com.example.facebook_integration.service.PostService,com.example.facebook_integration.service.PostService
facebook-integration,com.example.facebook_integration.IntegrationTests,UserControllerIntegrationTest,setup,3,1,0,35,0,,
facebook-integration,com.example.facebook_integration.IntegrationTests,UserControllerIntegrationTest,testCreateUser,14,1,0,40,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,UserControllerIntegrationTest,testGetUserByEmail,12,1,0,60,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,UserControllerIntegrationTest,testLogin,19,1,0,77,1,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,UserControllerIntegrationTest,createURLWithPort,3,1,1,104,0,,
facebook-integration,com.example.facebook_integration.IntegrationTests,JoinRequestControllerIntegrationTest,setUp,5,1,0,44,0,,
facebook-integration,com.example.facebook_integration.IntegrationTests,JoinRequestControllerIntegrationTest,createUser,11,1,2,52,0,com.example.facebook_integration.model.User,com.example.facebook_integration.model.User
facebook-integration,com.example.facebook_integration.IntegrationTests,JoinRequestControllerIntegrationTest,createGroup,7,1,1,64,0,com.example.facebook_integration.model.UserGroup,com.example.facebook_integration.model.UserGroup
facebook-integration,com.example.facebook_integration.IntegrationTests,JoinRequestControllerIntegrationTest,createJoinRequest,9,1,4,72,0,com.example.facebook_integration.model.JoinRequest,com.example.facebook_integration.model.JoinRequest
facebook-integration,com.example.facebook_integration.IntegrationTests,JoinRequestControllerIntegrationTest,createURLWithPort,3,1,1,82,0,,
